row_id,date,portfolio_id,ticker,sector,asset_class,investment_style,benchmark,currency,market_regime,goal_type,risk_tolerance,investment_horizon_yr,target_annual_return_pct,goal_progress_pct,price_close,avg_cost_basis,shares_held,position_value,unrealized_pnl,unrealized_pnl_pct,portfolio_value,allocation_pct,target_allocation_pct,allocation_drift_pct,cash_pct,pe_ratio,pb_ratio,dividend_yield_pct,revenue_growth_pct,eps_growth_pct,debt_to_equity,free_cash_flow_B,esg_total_score,rsi_14,macd,macd_signal,sma_50,sma_200,momentum_3m_pct,beta,alpha_pct,sharpe_ratio,volatility_30d_pct,max_drawdown_pct,return_1y_pct,benchmark_return_1y_pct,excess_return_pct,slippage_pct,stop_loss_price,analyst_rating,news_sentiment_score,earnings_surprise_pct,next_earnings_days,short_interest_pct,institutional_ownership_pct,recommendation,recommendation_confidence,recommendation_score,recommendation_reasoning,goal_risk_mismatch_flag
454,09-06-2024,PORT-6361,DIS,Communication Services,Equity,Dividend,Dow Jones,USD,Bull,Preservation,Moderate,20,17.3,37.7,927.61,982.98,168,155838.48,-9302.16,-5.63,9910869.13,1.57,8.65,-7.08,14.85,8.2,13.49,2.03,-11.27,77.89,2.44,46.36,31,59.7,2.924,2.412,982.6,767.07,19.36,1.91,12.03,2.42,36.02,-39.11,-23.45,-8.77,-14.68,0.217,803.21,Strong Sell,-0.009,-12.38,86,23.53,21.5,BUY,0.82,4,high risk-adj return; positive alpha; benchmark underperformance; undervalued P/E,TRUE
455,18-08-2023,PORT-1110,DE,Industrials,Equity,Growth,Russell 2000,USD,Bear,Growth,Moderate,10,16,32.3,43.97,55.38,446,19610.62,-5088.86,-20.6,4309666.11,0.46,18.91,-18.45,18.79,13.6,14.17,3.91,31.53,-7.49,3.28,46.89,82,44.1,1.49,3.573,48.96,49.54,13.62,0.46,-7.9,1.4,25.05,-18.6,-39.61,13.86,-53.47,0.391,38.18,Sell,-0.799,6.31,63,6.81,70.4,SELL,0.71,-4,benchmark underperformance; attractive yield; undervalued P/E; bear market caution,TRUE
456,22-02-2022,PORT-8273,ABBV,Healthcare,Equity,Momentum,S&P 500,USD,Volatile,Aggressive Growth,Aggressive,20,16.8,100.3,63.46,63.09,211,13390.06,78.07,0.59,6441517.69,0.21,2.39,-2.18,15.49,79.3,5.5,1.58,-8.54,37.56,2.32,48.23,31,31.9,0.976,-4.29,65.32,71.98,-3.32,1.17,-3.17,-0.34,21.4,-40.81,1.15,34.8,-33.65,0.312,57.7,Hold,0.693,-5.67,41,24.67,88.5,REDUCE,0.62,-1,oversold; benchmark underperformance; stretched valuation; positive news flow,FALSE
457,26-08-2024,PORT-1044,XEL,Utilities,Equity,Momentum,S&P 500,GBP,Sideways,Growth,Conservative,1,23.4,36.4,812.87,1044.53,101,82099.87,-23397.66,-22.18,4859046.56,1.69,5.54,-3.85,11.76,54.6,13.01,4.15,-9.12,15.17,0.67,11.3,65.4,24.7,-1.557,0.446,870.38,815.76,-24.13,1.67,-5.8,3.08,29.85,-36.44,72.11,1.58,70.53,0.019,738.92,Hold,-0.502,13.32,2,18.06,37.1,BUY,0.71,6,oversold; high risk-adj return; benchmark outperformance; attractive yield,TRUE
458,17-08-2024,PORT-5914,FCX,Materials,Equity,Growth,S&P 500,GBP,Bull,Income,Moderate,10,12.8,98.5,37.56,31,401,15061.56,2630.56,21.16,3966879.63,0.38,4.05,-3.67,10.06,75.5,11.08,1.67,12.88,62.08,1.94,33.59,40.9,43.5,0.342,-4.876,39.76,39.96,47.77,0.51,8.05,-0.14,54.57,-35.88,21.23,13.02,8.21,0.08,36.13,Buy,0.445,-2.87,65,22.55,74.8,BUY,0.81,5,positive alpha; benchmark outperformance; stretched valuation; analyst upgrade,FALSE
459,05-10-2023,PORT-4700,NEE,Utilities,Equity,Value,Dow Jones,USD,Recovery,Aggressive Growth,Very Aggressive,30,18.4,79.6,53.36,59.11,130,6936.8,-747.5,-9.73,6014877.75,0.12,12.69,-12.57,9.52,46,10.95,4.85,51.43,8.21,0.78,2.78,71.1,53.2,-4.038,0.371,57.34,50.77,42.84,1.32,-0.11,2.7,18.25,-17.09,-24.4,16.09,-40.49,0.395,46.3,Strong Buy,-0.409,2.74,35,9.4,33.7,HOLD,0.57,2,high risk-adj return; benchmark underperformance; attractive yield; stretched valuation,FALSE
460,16-03-2024,PORT-4874,CRM,Technology,Equity,Value,MSCI World,USD,Bear,Aggressive Growth,Moderate,1,12.4,48.6,285.47,327.59,852,243220.44,-35886.24,-12.86,6194986.62,3.93,7.44,-3.51,4.77,24,4.38,6.13,21.44,18.75,1.43,43.38,33.5,20.8,-4.972,-2.679,303.21,271.3,-3.86,1.7,-6.31,1.64,5.9,-31.3,73.81,29.9,43.91,0.132,270.49,Strong Buy,-0.568,-0.59,2,9.59,21,STRONG BUY,0.92,8,oversold; high risk-adj return; benchmark outperformance; attractive yield,FALSE
461,14-07-2023,PORT-3245,BMY,Healthcare,Equity,Value,NASDAQ 100,GBP,Sideways,Growth,Conservative,1,23.6,40.1,55.95,43.14,178,9959.1,2280.18,29.69,634087.48,1.57,15.07,-13.5,14.94,53.3,2.49,0.95,30.62,13.9,2.41,37.9,54.5,59,-2.687,-3.879,55.51,58.13,-0.32,0.57,1.03,-0.3,44.41,-28.48,-21.37,33.19,-54.56,0.265,49.29,Hold,0.834,27.38,78,7.4,34.3,HOLD,0.55,2,benchmark underperformance; stretched valuation; positive news flow; rebalance needed,TRUE
462,02-02-2022,PORT-3147,APD,Materials,Equity,ESG,Dow Jones,USD,Bull,ESG,Conservative,7,7.2,43.9,686.67,725.91,366,251321.22,-14361.84,-5.41,6311042.32,3.98,11.06,-7.08,19.89,27,12.65,1.98,9.76,78.04,0.55,6.73,79.6,42.8,-4.477,1.994,624.6,718.68,-0.32,0.67,10.67,-0.09,28.1,-43.02,35.85,-18.32,54.17,0.169,659.6,Strong Buy,-0.407,23.18,47,12.85,12.3,BUY,0.72,5,positive alpha; benchmark outperformance; analyst upgrade; rebalance needed,FALSE
463,08-09-2023,PORT-7629,XOM,Energy,Equity,ESG,S&P 500,EUR,Bull,Balanced,Moderate,7,17.4,52.3,479.74,362.84,443,212524.82,51786.7,32.22,586987.46,36.21,11,25.21,7.77,48.3,5.85,1.25,7.67,0.92,2.07,13.99,62.5,60.8,2.453,-2.862,465.39,434.49,-25.47,0.84,13.6,3.17,37.09,-34.03,24.43,11.5,12.93,0.213,432.81,Strong Buy,0.517,26.62,16,14.07,26.6,STRONG BUY,0.9,12,high risk-adj return; positive alpha; benchmark outperformance; stretched valuation,TRUE
464,02-12-2022,PORT-7468,FOX,Communication Services,Equity,Momentum,Dow Jones,USD,Sideways,Aggressive Growth,Very Aggressive,30,22.2,46.4,364.93,358.08,800,291944,5480,1.91,1898067.42,15.38,5.61,9.77,17.19,61.2,7.38,3.32,39.83,34.21,0.86,-1.69,68.2,31.4,-0.675,-2.581,335.5,380.03,15.09,1.83,7.87,1.91,31.35,-10.69,-21.34,11.1,-32.44,0.369,324.3,Sell,-0.422,-18,84,5.08,24.1,BUY,0.74,4,oversold; high risk-adj return; positive alpha; benchmark underperformance,FALSE
465,23-05-2022,PORT-4305,OXY,Energy,Equity,ESG,NASDAQ 100,USD,Bear,Income,Aggressive,7,10.8,18.7,142.78,158.72,32,4568.96,-510.08,-10.04,5773554.91,0.08,5.78,-5.7,0.08,79.4,1.35,4.32,2.1,59.84,1.81,13.25,35.9,20.5,0.253,3.895,148.26,148.76,-6.25,1.55,-0.38,0.78,9.63,-7.86,56.61,-13.02,69.63,0.227,131.8,Sell,-0.885,26.3,51,19.82,93.7,REDUCE,0.53,-2,oversold; benchmark outperformance; attractive yield; stretched valuation,FALSE
466,08-06-2024,PORT-8753,GS,Financials,Equity,Growth,MSCI World,EUR,Volatile,Aggressive Growth,Moderate,15,14.4,60.7,452.06,375.66,971,438950.26,74184.4,20.34,800550.75,54.83,17.85,36.98,8.56,43.5,14.42,6.68,15.14,9.87,1.67,46.13,53.2,38.8,2.976,-1.649,437.03,404.69,-13.41,1.45,10.31,0.04,20.82,-13.6,-34.74,6.01,-40.75,0.007,419.4,Hold,0.456,-13.39,54,3.87,58.4,HOLD,0.5,3,positive alpha; benchmark underperformance; attractive yield; stretched valuation,FALSE
467,08-10-2023,PORT-6137,CCI,Real Estate,REIT,ESG,MSCI World,USD,Bull,Growth,Moderate,1,13,100.3,767.53,842.3,375,287823.75,-28038.75,-8.88,6361212.79,4.52,16.08,-11.56,11.94,75.8,13.29,5.57,55.94,52.89,0.99,21.29,43.6,61.9,4.253,4.809,783.41,646.1,8.86,1.34,3.14,1.8,34.79,-36.11,99.62,23.43,76.19,0.236,709.53,Hold,0.197,15.3,85,5.58,80,STRONG BUY,0.96,8,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
468,25-03-2024,PORT-8554,PSA,Real Estate,REIT,ESG,NASDAQ 100,GBP,Bear,Income,Moderate,30,21.4,12.1,255.54,237.3,143,36542.22,2608.32,7.69,1053400.81,3.47,14.65,-11.18,10.27,49.3,14.04,3.74,33.82,46.05,3.19,15.14,41.6,47,1.998,-3.175,238.86,206.1,44.62,1.68,14.72,3,12.56,-40.34,42.82,9.21,33.61,0.372,222.16,Hold,0.878,-4.99,65,13.4,87.3,STRONG BUY,0.87,9,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,TRUE
469,14-04-2022,PORT-9896,PEG,Utilities,Equity,Value,Russell 2000,GBP,Recovery,Aggressive Growth,Very Aggressive,1,13.3,68.1,924.32,807.92,407,376198.24,47374.8,14.41,5245457.62,7.17,8.3,-1.13,2.81,11.7,11.08,4.89,4.16,44.24,1.4,22.31,93.5,39.5,-1.086,2.53,1029.13,1097.55,17.96,1.06,2.21,0.58,47.63,-30.66,83.7,9.79,73.91,0.081,874.85,Strong Buy,0.713,22.9,11,9.91,21.3,STRONG BUY,0.86,7,benchmark outperformance; attractive yield; undervalued P/E; analyst upgrade,FALSE
470,25-08-2024,PORT-5851,GE,Industrials,Equity,ESG,Dow Jones,EUR,Sideways,Aggressive Growth,Very Aggressive,1,10.4,20.8,904.26,812.32,691,624843.66,63530.54,11.32,9271551.04,6.74,18.99,-12.25,16.96,29.9,11.37,2.51,22.01,-10.01,3.38,11.25,52.3,44.9,-1.624,2.869,807.1,912.86,-29.54,1.26,-4.95,2.23,24.66,-29.26,9.41,-2.12,11.53,0.027,824.21,Buy,-0.65,-7.17,26,5.44,44.6,HOLD,0.57,2,high risk-adj return; benchmark outperformance; analyst upgrade; rebalance needed,FALSE
471,24-09-2024,PORT-3210,AMT,Real Estate,REIT,Momentum,S&P 500,USD,Recovery,Income,Aggressive,10,21.7,42,438.21,558.72,428,187553.88,-51578.28,-21.57,1980159.36,9.47,17.76,-8.29,3.06,28.1,14.07,1.08,0.91,44.3,0.21,0.35,72,66.6,-2.767,4.831,442.48,479.56,28.51,0.76,-6.41,0.58,36.81,-20.81,20.66,-16.36,37.02,0.329,402.76,Strong Sell,-0.049,4.24,35,3.18,40.8,STRONG SELL,0.94,-7,overbought; benchmark outperformance; rebalance needed,FALSE
472,05-02-2022,PORT-8678,LIN,Materials,Equity,Momentum,NASDAQ 100,USD,Sideways,Preservation,Conservative,7,20,97.9,719.53,666.71,717,515903.01,37871.94,7.92,4946822.63,10.43,19.77,-9.34,3.07,78.1,0.61,2.25,33.02,75.33,2.01,33.2,86.6,20.1,-3.596,4.826,741.62,733.49,16.76,1.63,-2.23,0.09,52.96,-7.17,72.2,33.32,38.88,0.133,635.81,Hold,0.823,10.02,30,2.86,73.2,BUY,0.78,4,oversold; benchmark outperformance; stretched valuation; positive news flow,TRUE
473,11-09-2024,PORT-5792,EXC,Utilities,Equity,Blend,Dow Jones,USD,Recovery,Balanced,Very Aggressive,7,17.1,15.9,908.55,697.95,326,296187.3,68655.6,30.17,713602.21,41.51,18.09,23.42,19.64,60.6,14.9,4.81,39.12,0.15,1.75,37.24,29.7,76.3,-1.036,0.143,971.07,915.82,18.51,0.41,1.67,0.48,47.15,-41.58,84.81,-18.29,103.1,0.112,822.34,Hold,0.445,-1.16,25,17.64,42.6,REDUCE,0.53,-1,overbought; benchmark outperformance; attractive yield; stretched valuation,FALSE
474,24-04-2022,PORT-5596,DIS,Communication Services,Equity,Dividend,S&P 500,EUR,Bull,Preservation,Conservative,30,20.8,113.3,520.73,411.25,807,420229.11,88350.36,26.62,1509480.05,27.84,8.25,19.59,11.62,32.8,5.36,2.19,31.71,39.37,0.08,19.86,31.5,50.2,-0.262,-0.497,548.84,462.42,-19.32,1.36,14.56,3.04,17.54,-16.03,40.25,-18.02,58.27,0.217,482.47,Sell,-0.367,-6.36,34,2.23,77.2,BUY,0.73,5,high risk-adj return; positive alpha; benchmark outperformance; rebalance needed,TRUE
475,27-02-2022,PORT-6467,GE,Industrials,Equity,Dividend,Dow Jones,GBP,Bear,ESG,Conservative,3,6.4,65.2,655.93,790.92,776,509001.68,-104752.24,-17.07,2140802.86,23.78,10.77,13.01,16.15,32.1,1.35,3.46,-10.64,38.1,1.29,49.35,77.2,50.7,-2.899,-2.364,603.61,741.67,20.18,1.02,4.08,2.94,57.77,-15.74,15.8,-11.7,27.5,0.253,610.11,Strong Sell,-0.202,-14.56,13,4.29,58.2,HOLD,0.61,2,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
476,27-01-2023,PORT-6543,NUE,Materials,Equity,Value,MSCI World,USD,Bull,ESG,Moderate,15,20.4,81,870.91,812.4,788,686277.08,46105.88,7.2,8505606.8,8.07,12.32,-4.25,0.27,70.6,1.09,4.1,1.46,57.93,2.06,5.49,61.5,46.2,0.114,4.297,813.2,1012.1,41.48,0.81,12.75,3.19,18.34,-34.19,18.9,-1.97,20.87,0.346,844.42,Strong Sell,0.228,23.11,63,11.34,72.9,BUY,0.8,6,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,TRUE
477,29-12-2024,PORT-2223,CVX,Energy,Equity,ESG,S&P 500,USD,Sideways,Preservation,Aggressive,1,13.3,69.1,426.38,530.01,376,160318.88,-38964.88,-19.55,1313434.81,12.21,2.78,9.43,8.76,41.4,9.21,6.14,1.7,7.38,2.88,11.7,43.3,73.3,-4.237,-4.361,430.21,358.96,48.55,2.1,6.98,2.31,46.39,-3.19,96.89,23.63,73.26,0.13,400.8,Strong Buy,-0.603,6.79,58,15.64,55.7,BUY,0.82,5,overbought; high risk-adj return; positive alpha; benchmark outperformance,FALSE
478,03-03-2023,PORT-1618,MS,Financials,Equity,Blend,MSCI World,GBP,Sideways,Aggressive Growth,Aggressive,5,14.7,67.1,287.95,272.75,494,142247.3,7508.8,5.57,5766324.53,2.47,6.58,-4.11,1.77,73.7,14.85,5.74,16.74,65.62,3.34,40.35,25,59.7,-2.814,-0.014,262.71,267.14,-12.57,1.94,0.17,3.28,25.13,-14.68,-17.58,30.05,-47.63,0.385,271.5,Buy,0.325,-8.32,72,9.52,69.9,BUY,0.71,4,high risk-adj return; benchmark underperformance; attractive yield; stretched valuation,FALSE
479,08-04-2024,PORT-2176,MS,Financials,Equity,Value,MSCI World,USD,Bear,Income,Aggressive,10,22.8,103,79.49,72.19,766,60889.34,5591.8,10.11,2580180.42,2.36,5.7,-3.34,1.98,38,6.08,6.63,53.28,9.99,2.78,42.02,73.2,37,1.322,-1.433,83.82,74.57,1.1,0.36,6.42,0.57,56.25,-3.55,-23.91,-16.5,-7.41,0.031,73.9,Strong Buy,-0.327,27.42,39,21.03,66.7,BUY,0.72,5,positive alpha; benchmark underperformance; attractive yield; analyst upgrade,FALSE
480,18-03-2024,PORT-4940,TSLA,Technology,Equity,ESG,MSCI World,EUR,Sideways,ESG,Moderate,10,24,24.1,284.09,324.31,141,40056.69,-5671.02,-12.4,5935338.76,0.67,14.66,-13.99,19,15.3,6.31,4.65,59.77,77.11,2.7,-0.51,31.4,58.7,2.491,0.751,293.25,337.41,46.94,0.97,10.84,-0.03,53.99,-29.22,23.34,-13.23,36.57,0.001,275.48,Sell,0.98,0.69,5,3.79,82.2,REDUCE,0.52,0,positive alpha; benchmark outperformance; attractive yield; undervalued P/E,TRUE
481,01-01-2024,PORT-7248,EOG,Energy,Equity,Value,NASDAQ 100,EUR,Recovery,ESG,Conservative,15,19.8,44.2,923.77,953.55,922,851715.94,-27457.16,-3.12,4238711.44,20.09,7.8,12.29,15.16,60.8,1.77,6.05,31.07,12.74,2.22,12.36,50.3,23.8,-2.547,3.583,818.88,799.69,-8.05,0.81,1.1,0.94,53.49,-42.99,73.26,24.75,48.51,0.152,792.57,Strong Buy,0.099,-7.68,82,4.98,68.3,STRONG BUY,0.9,7,oversold; benchmark outperformance; attractive yield; stretched valuation,TRUE
482,18-06-2023,PORT-8503,KO,Consumer Staples,Equity,Value,NASDAQ 100,GBP,Sideways,ESG,Conservative,30,21.4,69.9,317.36,407.39,770,244367.2,-69323.1,-22.1,8025737.08,3.04,7.52,-4.48,6.34,59.9,14.69,5.82,43.63,7.11,1.01,33.53,85.6,38,0.359,0.727,289.99,321.61,1.95,1.71,14,-0.24,55.88,-36.2,62.37,18.27,44.1,0.06,273.29,Hold,0.373,-5.38,9,3.78,68.5,HOLD,0.54,3,positive alpha; benchmark outperformance; attractive yield; stretched valuation,TRUE
483,05-01-2022,PORT-3339,CHTR,Communication Services,Equity,Momentum,MSCI World,EUR,Sideways,Income,Very Aggressive,20,10.9,95.4,103.6,84.6,725,75110,13775,22.46,5306948.04,1.42,8.11,-6.69,13.13,9.8,1.86,4.88,21.03,4.32,1.09,28.28,44.3,26.2,0.349,-3.292,97.39,100.83,45.07,1.8,3.18,1.69,35.18,-45.13,46.12,2.3,43.82,0.182,88.72,Strong Sell,-0.36,-4.94,32,23.15,71.3,STRONG BUY,0.9,8,oversold; high risk-adj return; positive alpha; benchmark outperformance,FALSE
484,06-03-2022,PORT-6234,PEP,Consumer Staples,Equity,Value,S&P 500,USD,Bear,Growth,Very Aggressive,7,6.7,100.6,197.55,160.22,524,103516.2,19560.92,23.3,4345785.27,2.38,7.37,-4.99,11.74,53.9,14.16,6.37,-13.58,12.64,2.91,6.75,75.6,38.9,-0.911,-4.633,211.22,160.2,-22.33,0.71,8.99,1.77,6.05,-0.84,16.25,29.11,-12.86,0.341,174.5,Buy,0.698,5.97,24,16.79,14,STRONG BUY,0.9,8,high risk-adj return; positive alpha; benchmark underperformance; attractive yield,FALSE
485,22-05-2023,PORT-8164,MSFT,Technology,Equity,Value,NASDAQ 100,USD,Recovery,Growth,Conservative,30,5.1,75,514.46,424.66,599,308161.54,53790.2,21.15,1055236.06,29.2,5.33,23.87,9.47,18.9,3.05,2.65,57.96,59.66,0.55,36.11,39.1,50,-3.738,-1.957,503.56,469.87,36.59,0.8,10.5,1.94,28.55,-49.75,-3.08,8.16,-11.24,0.324,495.99,Sell,-0.613,-11.31,32,7.28,58.7,HOLD,0.59,3,high risk-adj return; positive alpha; benchmark underperformance; rebalance needed,FALSE
486,15-04-2024,PORT-3085,UNP,Industrials,Equity,Blend,MSCI World,USD,Recovery,Balanced,Moderate,15,19.1,87.3,327.86,264.43,402,131799.72,25498.86,23.99,9819272.78,1.34,8.68,-7.34,3.08,66.2,8.62,0.46,21.59,69.72,3.36,17.23,38.5,48.4,-0.835,-3.948,293.28,382.43,21.17,2.19,-2.96,1.12,36.99,-31.46,0.4,4.28,-3.88,0.267,291.98,Hold,0.848,-0.31,26,22,70.1,HOLD,0.64,2,stretched valuation; positive news flow; rebalance needed,TRUE
487,17-03-2024,PORT-9442,ED,Utilities,Equity,Blend,MSCI World,USD,Bear,Preservation,Conservative,7,8.7,81.4,161.47,157.37,670,108184.9,2747,2.61,6993529.32,1.55,8.95,-7.4,1.77,20.5,9.53,6.52,9.3,1.25,2.31,19.36,44.6,63.8,-0.87,-3.987,151.64,166.49,29.93,0.49,5.01,1.86,18,-19.58,84.52,10.05,74.47,0.379,138.86,Strong Buy,-0.169,-2.28,32,1.07,78.5,STRONG BUY,0.92,8,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
488,08-09-2023,PORT-1185,AMT,Real Estate,REIT,Value,S&P 500,USD,Volatile,Aggressive Growth,Moderate,7,16.6,48.5,516.45,492.78,503,259774.35,11906.01,4.8,9591312.26,2.71,18.17,-15.46,11.45,7.4,13.49,2.71,5.63,0.8,0.46,4.37,41.4,39.4,2.733,-1.031,527.87,474.69,32.7,0.76,-4.68,1.81,50.72,-41.78,77.94,-3.69,81.63,0.184,485.34,Sell,-0.59,20.8,65,21.24,16.8,HOLD,0.59,2,high risk-adj return; benchmark outperformance; undervalued P/E; rebalance needed,TRUE
489,25-07-2022,PORT-5611,AXP,Financials,Equity,Dividend,MSCI World,USD,Volatile,Aggressive Growth,Aggressive,1,8.3,95.8,595.09,577.77,698,415372.82,12089.36,3,304469.4,136.43,13.96,122.47,10.91,46.8,3.59,1.54,-6.68,-9.51,1.36,6.83,78.9,63.9,-2.531,1.016,539.9,660.8,15.7,0.27,9.35,0.28,17.74,-1.4,-9.84,30.47,-40.31,0.274,543.92,Sell,0.666,12.84,89,7,71.9,REDUCE,0.63,-2,positive alpha; benchmark underperformance; stretched valuation; positive news flow,FALSE
490,16-11-2022,PORT-1981,WELL,Real Estate,REIT,Value,Russell 2000,GBP,Recovery,Income,Conservative,7,23.6,40.1,100.22,94.23,299,29965.78,1791.01,6.36,5804501.97,0.52,14.5,-13.98,1.49,55.1,1.61,0.17,48.63,45.62,3.23,44.47,22.9,75,-0.83,-3.809,108.18,96.9,12.37,2.2,9.2,-0.21,39.15,-48.02,0.88,-13.29,14.17,0.121,88.33,Buy,-0.484,24.77,8,17.54,58.1,HOLD,0.59,2,overbought; positive alpha; benchmark outperformance; stretched valuation,TRUE
491,10-11-2024,PORT-7037,ED,Utilities,Equity,Value,S&P 500,USD,Bull,Income,Very Aggressive,30,23.5,46.9,751.04,570.29,728,546757.12,131586,31.69,8843408.72,6.18,16.02,-9.84,17.2,14.6,13.2,5.48,-7.67,48.18,3.24,40.48,94.7,53.3,-3.384,4.329,744.54,861.42,-5.72,1.51,-1.35,-0.02,51.22,-27.03,48.48,-2.56,51.04,0.085,677.69,Sell,0.868,-16.25,25,15.33,30.3,REDUCE,0.61,0,benchmark outperformance; attractive yield; undervalued P/E; positive news flow,FALSE
492,20-07-2023,PORT-9529,JNJ,Healthcare,Equity,ESG,MSCI World,USD,Volatile,Preservation,Conservative,15,5.4,51.9,746.6,970.02,183,136627.8,-40885.86,-23.03,2532560.77,5.39,3.88,1.51,12.09,31.8,13.2,0.53,2.81,72.01,0.76,0.67,64.8,40.7,-0.935,-2.467,775.61,713.31,4.67,0.53,-0.57,2.53,32.33,-34.41,-29.49,-12.36,-17.13,0.283,686.91,Hold,-0.434,16.03,65,14.47,90.7,HOLD,0.53,2,high risk-adj return; benchmark underperformance,FALSE
493,14-11-2024,PORT-8292,AAPL,Technology,Equity,Momentum,MSCI World,USD,Sideways,Growth,Aggressive,3,12.8,101.5,893.04,1116.49,223,199147.92,-49829.35,-20.01,3687922.16,5.4,15.79,-10.39,0.07,27.9,2.53,6.93,18.62,52.44,1.59,18.27,30,21.4,-1.172,-4.92,872.7,723.68,22.27,0.29,-1.24,3.5,55.65,-44.44,-8.85,34.28,-43.13,0.072,763.43,Sell,0.018,27.79,82,24.52,45,STRONG BUY,0.93,9,oversold; high risk-adj return; benchmark underperformance; attractive yield,FALSE
494,02-03-2022,PORT-6151,META,Technology,Equity,Dividend,NASDAQ 100,USD,Bull,Balanced,Moderate,7,18.8,40.1,456.05,365.34,523,238514.15,47441.33,24.83,7215144.69,3.31,3.31,0,15.6,70.4,10.03,0.98,-4.29,-5.19,0.61,6.06,21,55.5,-3.074,4.999,437.09,393.21,-7.78,0.79,-7.97,-0.13,44.95,-22.29,23.33,24.14,-0.81,0.374,406.63,Buy,-0.254,19.09,57,23.23,24,BUY,0.77,4,stretched valuation; analyst upgrade,TRUE
495,03-04-2023,PORT-1369,NFLX,Communication Services,Equity,Value,Russell 2000,EUR,Bull,Balanced,Aggressive,20,17.5,29.4,535.35,387.89,787,421320.45,116051.02,38.02,4670394.55,9.02,5.57,3.45,6.89,15.4,8.29,5.96,-13.22,10.01,2.18,45.32,73.4,65.7,3.716,-3.738,509.82,559.6,-3.65,1.72,-5.8,2.12,20.84,-22.22,71.98,-4.17,76.15,0.27,514.56,Buy,0.101,-11.24,72,16.24,92.3,STRONG BUY,0.94,8,overbought; high risk-adj return; benchmark outperformance; attractive yield,FALSE
496,31-01-2022,PORT-7181,PSX,Energy,Equity,ESG,NASDAQ 100,USD,Recovery,ESG,Conservative,3,7.2,85.1,222.49,243.94,752,167312.48,-16130.4,-8.79,9053764.39,1.85,9.45,-7.6,7.77,74.9,13.6,5.75,15.19,37.57,1.12,15.26,44.2,21.3,0.722,1.979,222.12,211.11,-2.44,1.72,-3.71,3.08,5.04,-29.04,95.06,11.15,83.91,0.243,203.62,Strong Buy,0.379,-2.04,54,11.76,29.8,STRONG BUY,0.96,9,oversold; high risk-adj return; benchmark outperformance; attractive yield,FALSE
497,13-06-2022,PORT-8444,EMR,Industrials,Equity,Blend,NASDAQ 100,EUR,Bull,Growth,Very Aggressive,5,10.3,38.9,402.44,505.41,438,176268.72,-45100.86,-20.37,6655627.37,2.65,2.31,0.34,14.4,49.5,8.46,0.98,1.5,-17.95,0.98,22.9,49.9,66.4,-2.042,-1.987,415.98,458.6,19.1,1.2,12.92,0.79,53.2,-49.54,-0.52,-9.87,9.35,0.002,343.62,Buy,0.802,-11.29,44,6.54,84.2,HOLD,0.58,2,overbought; positive alpha; benchmark outperformance; stretched valuation,FALSE
498,29-08-2023,PORT-3571,ITW,Industrials,Equity,Blend,Dow Jones,USD,Sideways,Preservation,Very Aggressive,5,16.6,96.2,374.2,449.21,586,219281.2,-43955.86,-16.7,8099477.83,2.71,1.28,1.43,0.53,26.5,5.79,0.43,59.76,1.29,2.3,30.27,45.3,52.3,3.483,-1.778,361.52,438.7,17.98,1.82,4.08,0.41,20.37,-4.42,-20.42,3.93,-24.35,0.177,322.52,Buy,0.81,14.51,12,10.48,56,STRONG BUY,0.96,7,positive alpha; benchmark underperformance; analyst upgrade; positive news flow,FALSE
499,31-05-2024,PORT-2629,LLY,Healthcare,Equity,Momentum,MSCI World,GBP,Bear,ESG,Moderate,20,4.5,21.1,211.27,256.71,864,182537.28,-39260.16,-17.7,99294.88,183.83,5.2,178.63,16.83,15.3,5.58,0.23,1.16,63.9,2.05,24.01,42.7,60.3,-3.488,-0.82,227.56,169.66,32.42,0.3,5.26,2.07,16.64,-19.05,28.52,6.8,21.72,0.283,196.01,Strong Sell,-0.876,-17.09,49,18.03,67.5,REDUCE,0.6,-1,high risk-adj return; positive alpha; benchmark outperformance; undervalued P/E,FALSE
500,11-05-2024,PORT-8012,GILD,Healthcare,Equity,Value,MSCI World,GBP,Sideways,Preservation,Aggressive,15,5.7,11.4,947.66,1125,156,147834.96,-27665.04,-15.76,2307699.74,6.41,6.43,-0.02,3.54,63.7,11.01,6.84,-4.75,3.43,3.37,31.85,55.2,64,-1.685,-2.104,955.5,786.74,43.28,1.88,2.21,2.63,11.5,-35.21,65.97,-9.23,75.2,0.181,862.25,Strong Sell,0.399,-14.78,61,16.38,74.6,HOLD,0.51,2,high risk-adj return; benchmark outperformance; attractive yield; stretched valuation,FALSE
