applicant_id,age,annual_income_usd,monthly_income_usd,employment_tenure_years,credit_history_years,debt_to_income_ratio,credit_utilization_ratio,num_open_credit_lines,num_delinquencies_12m,num_late_payments_24m,loan_amount_requested_usd,loan_term_months,prior_defaults_flag,bankruptcies_count,avg_monthly_balance_usd,savings_balance_usd,checking_balance_usd,hard_inquiries_6m,revolving_balance_usd,mortgage_balance_usd,payment_to_income_ratio,secured_loan_ratio,recent_credit_growth_pct,region_risk_index,employment_type_code,housing_status_code,total_outstanding_debt_usd,credit_risk_score
A100264,31,51227.72,4268.98,1.47,12.34,0.139,0.491,1,3,0,149040.06,360,0,0,8801.16,30366.35,2139.86,1,13147.58,191508.17,0.107,0.33,0.135,0.876,4,1,91434.01,647
A100265,39,93298.1,7774.84,6.71,14.43,0.365,0.272,5,0,2,297148.37,60,0,0,7311.99,11555.09,11206.95,0,18474.39,78745.7,0.335,0.505,0.027,0.895,1,3,110829.44,664
A100266,28,39060.37,3255.03,13.24,7.55,0.391,0.903,4,1,0,451082.05,24,0,0,9165.76,55655.73,2743.79,4,4430.05,169273.35,0.336,0.395,0.368,0.613,2,2,96965.37,491
A100267,60,79956.04,6663,2.45,39.02,0.196,0.26,12,0,3,152584.22,240,0,0,4566.5,25014.33,6046.48,0,47438.53,116869.17,0.151,0.58,0.179,0.314,3,2,117536.25,773
A100268,26,51702.29,4308.52,2.91,11.34,0.308,0.161,11,1,1,117977.4,60,0,0,13672.49,20191.24,2396.62,1,32816.37,74552.67,0.318,0.629,-0.068,0.95,1,2,93482.45,725
A100269,37,56719.03,4726.59,7.39,11.05,0.694,0.232,9,0,3,221684.88,48,0,0,8676.37,20048.43,18953.84,5,14341.61,130529.99,0.48,0.512,0.296,0.247,1,1,127637.01,566
A100270,43,167754.65,13979.55,4.41,27.85,0.051,0.335,13,0,2,89581.93,60,0,0,8364.02,25478.3,973.75,2,3159.02,950000,0.043,0.164,0.204,0.571,2,1,352168.95,778
A100271,58,154914.26,12909.52,0.78,35.62,0.254,0.302,5,0,2,160826.43,240,0,1,3945.23,26530.13,6905.61,0,12659.68,59352.69,0.223,0.55,0.004,0.192,1,1,107415.63,777
A100272,26,118828.02,9902.33,3.04,1,0.638,0.48,4,0,3,179066.42,360,0,0,1859.56,143819.89,1425.53,1,11437.6,87841.24,0.476,0.736,-0.017,0.109,1,2,210880.63,597
A100273,55,46612.99,3884.42,10.12,26.85,0.379,0.114,4,0,1,176755.47,180,0,0,4352.25,13166.77,2845.33,3,13921.11,60290.78,0.321,0.406,-0.023,0.542,1,3,70297.72,707
A100274,42,71423.48,5951.96,3.56,25.53,0.45,0.184,7,0,2,190658.55,60,0,0,8149.11,13579.23,5417.56,1,34782.67,66259.95,0.402,0.372,0.333,0.565,1,2,110191.58,685
A100275,31,165646.33,13803.86,3.56,9.72,0.557,0.369,4,2,2,104639.61,60,0,0,4554.17,4644.55,5662.69,3,7749.64,229218.86,0.451,0.638,0.226,0.521,1,3,274438.7,608
A100276,47,91890.31,7657.53,7.1,21.92,0.496,0.123,12,0,1,112214.41,36,0,1,8208.61,15190.82,5531.27,3,51309.56,209510.65,0.415,0.19,0.292,0.769,2,2,193626.89,651
A100277,44,304381.7,25365.14,5.41,23.62,0.369,0.538,10,0,3,110756.19,360,0,0,5397.37,103076.93,5158.53,1,12714.63,109421.04,0.293,0.32,0.157,0.491,4,2,274748.88,776
A100278,35,105527.97,8794,3.43,8.68,0.423,0.196,5,2,3,62796.26,180,1,0,9173.01,42822.93,2525.45,1,7031.01,277035.95,0.371,0.275,-0.003,0.646,1,2,186127.42,602
A100279,43,94469.62,7872.47,2.77,29.15,0.174,0.283,5,0,2,224785.49,12,1,0,2975.29,9289.84,3882.31,2,69178.85,224658.02,0.131,0.356,-0.023,0.359,1,3,179042.71,636
A100280,38,71710.5,5975.88,20.1,15.39,0.263,0.125,11,1,4,321978.31,240,0,0,7584.56,16487.95,4629.96,2,18222.06,95047.77,0.195,0.25,0.313,0.733,2,1,86107.81,663
A100281,43,91478.02,7623.17,9.13,19.2,0.57,0.108,11,0,1,302039.68,72,0,0,3892.45,4376.07,5365.03,2,6114.73,27660.41,0.446,0.418,0.2,0.749,1,1,101101.37,704
A100282,49,78162.72,6513.56,5.91,31.58,0.581,0.629,7,1,1,151765.09,360,0,0,1898.71,6070.67,4241.7,2,9667.88,232127.1,0.535,0.698,0.072,0.454,2,1,163242.5,553
A100283,59,125475.56,10456.3,6.15,33.8,0.321,0.302,9,1,4,106250.92,360,0,0,5695.51,18578.96,8677.29,1,15443.26,128147.06,0.183,0.125,0.124,0.568,2,3,149980.6,726
A100284,28,143859.56,11988.3,3.97,10.1,0.299,0.199,8,1,1,292002.21,36,0,0,22216.97,9758.46,4894.57,2,7916.84,112222.27,0.2,0.747,0.3,0.374,3,3,154942.09,676
A100285,65,55166.56,4597.21,5.37,36.51,0.173,0.542,8,1,0,272668.51,240,0,0,2023.73,5629.32,5393.91,2,10084.97,72315.4,0.182,0.294,0.221,0.46,1,1,53943.81,678
A100286,21,40873.14,3406.1,3.69,1,0.416,0.851,10,0,2,207323.48,84,0,0,7151.46,26112.9,3188.95,3,4493.36,215005.67,0.338,0.767,0.103,0.633,1,3,111362.81,472
A100287,40,30961.31,2580.11,2.28,18.64,0.053,0.314,9,1,0,559340.92,48,0,0,12303.25,14736.67,1745.22,1,2148.58,150524.67,0.039,0.4,0.112,0.587,1,2,57158.15,664
A100288,48,112398.04,9366.5,5.51,30.13,0.178,0.57,9,0,0,176934.62,240,0,0,40928.5,3336.89,5169.13,2,9852.06,88884.26,0.155,0.27,0.014,0.189,1,2,65584.62,743
A100289,45,46330.46,3860.87,3.47,24.4,0.36,0.582,9,0,1,152319.21,120,0,0,4381.78,2008.61,13340.16,2,10137.57,36509.46,0.247,0.295,0.124,0.295,4,2,44368.33,585
A100290,35,26012.09,2167.67,5.69,15.83,0.329,0.43,9,0,1,138805.77,24,0,0,3920.43,9048.3,6709.69,3,14087.34,287613.21,0.174,0.382,0.068,0.394,3,2,132170.9,618
A100291,40,105253.26,8771.11,6.38,16.79,0.305,0.311,10,0,2,65260.46,180,0,1,2556.01,3268.48,2156.17,1,5514.95,189595.92,0.251,0.429,0.111,0.54,3,1,111307.25,712
A100292,37,320000,26666.67,5.88,13.97,0.27,0.775,5,1,0,276670.65,180,0,0,16187.11,2468.66,9368.41,2,2879.89,138426.98,0.187,0.688,0.023,0.335,1,1,230731.15,732
A100293,36,84716.66,7059.72,2.14,14.35,0.078,0.159,5,0,5,168071.82,36,0,0,3247.45,49479.47,3328.33,1,3961.8,10068.22,0.062,0.177,-0.121,0.246,2,1,17188.04,743
A100294,51,134803.91,11233.66,3.22,28.32,0.572,0.672,9,0,1,250738.9,60,0,0,4832.31,14510.58,8561.42,3,22076.49,106311.72,0.469,0.58,0.292,0.05,1,2,206217.26,590
A100295,46,88912.91,7409.41,3.52,28.38,0.2,0.296,9,0,5,595962.38,180,0,0,1480.9,12269.82,3228.96,1,5106.96,88534.92,0.16,0.635,0.223,0.876,4,1,66498.22,546
A100296,34,80500.38,6708.37,7.89,16.13,0.338,0.263,5,0,2,139626.11,36,0,0,13183.68,13252.46,6184.54,1,6180.85,63044.09,0.194,0.046,0.072,0.536,1,2,68452.16,679
A100297,52,140913.09,11742.76,7.64,25.18,0.605,0.115,4,0,5,39379.73,360,0,0,16418.5,5128.21,2821.95,5,6901.05,216868.7,0.474,0.344,0.062,0.24,1,2,199283.15,698
A100298,45,72457.51,6038.13,2.56,25.98,0.462,0.3,12,0,2,246078.99,12,1,0,12786.91,24132.63,2887.32,4,5316.63,209317.95,0.385,0.735,-0.13,0.686,3,1,120281.79,591
A100299,51,98466.56,8205.55,1.58,27.81,0.631,0.163,8,0,2,200620.58,36,0,0,1799.56,14039.69,1099.04,1,4992.79,162979.2,0.386,0.269,0.312,0.769,2,2,153493.91,641
A100300,49,101451.93,8454.33,16.12,36.21,0.201,0.606,10,1,4,111816.8,36,0,0,10564.75,7502.08,7134.52,3,4292.07,279941.93,0.12,0.492,0.346,0.538,3,3,155850.7,705
A100301,33,58862.34,4905.2,5.74,9.3,0.235,0.422,3,0,1,233032.98,120,0,0,1705.17,8714.25,6279.12,2,29600.25,43834.08,0.153,0.109,0.104,0.612,1,1,76817.69,677
A100302,36,146683.11,12223.59,1.41,9.35,0.518,0.479,10,0,3,300041.1,180,0,0,6808.93,4688.58,6605.32,0,16043.6,73126.57,0.45,0.164,0.179,0.736,3,2,186907.79,617
A100303,50,77201.85,6433.49,2.87,27.52,0.286,0.279,7,1,0,97286.52,60,0,0,7658.87,10658.37,5765.4,1,25994.17,117659.33,0.155,0.378,-0.058,0.609,2,3,105207.12,727
A100304,49,56091.9,4674.33,8.09,26.32,0.167,0.534,6,1,2,147982.07,60,0,0,8330.71,12590.73,2266.08,1,30850.82,62845.45,0.147,0.61,0.135,0.614,2,1,68239.21,682
A100305,42,114174.92,9514.58,13.85,13.73,0.655,0.188,12,0,4,470053.62,360,0,0,9969.31,10384.41,10733.68,0,1221.19,211649.72,0.542,0.245,-0.004,0.224,2,1,216453.59,613
A100306,43,51857.2,4321.43,12.5,19.86,0.214,0.249,4,2,1,112606.84,24,0,0,6458.36,16907.26,10996.52,1,12051.16,68751.57,0.16,0.329,-0.003,0.05,3,2,54424.91,726
A100307,56,86327.73,7193.98,5.58,36.74,0.321,0.209,10,0,4,187971.85,60,0,0,1352.37,14791.86,2213.7,1,5468.33,353899.64,0.193,0.62,0.068,0.655,1,2,174998.98,743
A100308,35,84574.75,7047.9,4.34,14.76,0.297,0.502,7,0,3,32690.67,24,0,0,9973.17,20153.08,7264.42,1,23254.83,47581.16,0.203,0.27,0.044,0.46,1,1,90659.1,700
A100309,48,154453.61,12871.13,1.98,28.43,0.359,0.225,5,2,5,68700.55,12,0,0,7027.91,41086.75,9890.45,1,4792.13,749394.58,0.313,0.056,0.097,0.418,1,1,350000.31,694
A100310,40,110358.62,9196.55,4.59,14.1,0.189,0.495,9,0,1,199406.06,60,0,1,3157.27,28951.22,2947.59,1,3673.69,683241.23,0.176,0.044,0.31,0.675,2,2,263266.08,617
A100311,40,83838.01,6986.5,2.2,12.84,0.05,0.034,5,0,2,399873.77,48,0,0,1852.03,41561.68,3447.49,4,2659.89,101008.28,0.033,0.175,-0.25,0.328,1,1,44930.18,723
A100312,54,133276.07,11106.34,3.24,27.73,0.377,0.736,6,0,0,74264.84,60,0,0,22282.91,6854.15,7277.44,1,6958.41,308596.24,0.346,0.118,0.024,0.493,1,2,233587.64,639
A100313,51,182594.05,15216.17,7.38,31.91,0.373,0.293,4,0,1,188938.86,360,0,0,17406.48,9621.25,1155.79,2,19588.21,76714.84,0.322,0.439,0.234,0.51,2,2,133726.71,728
A100314,51,115520.38,9626.7,3.68,28.71,0.103,0.53,9,1,1,140997.23,36,0,0,11433.73,30759.09,1689.46,2,11189.4,273811.03,0.08,0.237,0.155,0.624,1,2,123865.6,772
A100315,56,85485.37,7123.78,3.51,31.2,0.252,0.032,4,0,3,334442.21,360,0,1,3783.93,31314.03,1846.48,1,3238.06,93887.75,0.174,0.656,-0.02,0.561,1,1,71175.87,729
A100316,42,41311.52,3442.63,4.19,24.67,0.103,0.075,7,1,3,81563.73,240,0,0,867.8,8117.06,893.5,2,56091.53,34590.69,0.073,0.314,0.499,0.562,3,2,73682.78,762
A100317,50,47315.54,3942.96,17.53,24.36,0.445,0.747,10,0,1,238056.33,60,0,0,11983.68,29493.58,11947.51,1,15632.19,4576.54,0.444,0.448,0.605,0.427,1,2,67208.51,572
A100318,39,71864.16,5988.68,1.81,13.59,0.11,0.157,11,0,2,117690.45,120,0,1,8715.92,6228.01,751.83,0,17427.04,86369.82,0.088,0.097,0.117,0.432,1,3,62563.87,757
A100319,46,60789.65,5065.8,5.21,21.6,0.386,0.458,9,0,3,208081.86,72,0,0,4816.62,25884.5,6128.05,2,26829.42,141406.2,0.362,0.288,-0.059,0.561,1,2,105088.47,678
A100320,41,76693.51,6391.13,11.85,15.71,0.419,0.602,9,2,5,188248.34,36,0,0,15984.94,15584.74,9342.67,1,2232.32,364222.57,0.339,0.252,0.075,0.41,1,2,187717.99,589
A100321,43,87690.07,7307.51,4.18,21.33,0.288,0.176,8,0,0,152826.07,360,0,0,12809.67,4007.44,3455.06,1,4147.5,113686.3,0.209,0.588,-0.083,0.351,1,1,90233.6,763
A100322,49,113747.64,9478.97,9.03,30.34,0.636,0.673,9,0,1,245558.34,180,0,0,7483.34,10365.83,2465.87,1,18115.8,271265.89,0.541,0.732,0.192,0.732,3,2,240751.93,528
A100323,33,81767.26,6813.94,1.49,6.32,0.03,0.431,8,1,2,185180.52,360,0,0,6684.88,141862.25,5549.1,3,4518.12,73107.65,0.031,0.247,0.224,0.379,2,1,34501.77,681
A100324,65,111077.39,9256.45,3.76,42.82,0.46,0.523,6,0,4,165113.44,360,1,0,6770.51,19596.85,4507.43,0,7123.96,81201.14,0.323,0.32,0.297,0.417,1,2,127744.97,621
A100325,31,88068.26,7339.02,2.38,11.09,0.368,0.297,7,0,0,142777.3,24,0,0,11198.21,159658.75,11103.18,1,8424.51,284039.26,0.327,0.36,0.192,0.721,1,1,171311.54,707
A100326,29,28678.41,2389.87,4.15,6.49,0.511,0.167,6,0,1,189311.88,48,0,0,3273.37,3775.99,422.49,1,3038.7,11968.44,0.411,0.856,0.161,0.376,1,1,36271.15,673
A100327,55,50704.61,4225.38,4.21,32.51,0.637,0.51,6,3,0,207947.4,36,0,0,9139.34,33897.14,1968.44,0,6622.88,111292.94,0.386,0.3,-0.061,0.558,1,1,88391.1,567
A100328,51,78523.91,6543.66,4.51,30.85,0.309,0.588,6,1,1,94633.78,360,0,0,3112.2,1269.03,7459.56,1,19580.86,76747.07,0.187,0.725,-0.1,0.574,4,1,91899.01,644
A100329,49,43698.73,3641.56,7.34,24.82,0.737,0.46,6,1,2,143423.32,360,0,0,18935.65,15996.23,4709.02,3,16730.95,374289.83,0.535,0.082,-0.244,0.484,1,1,209352.63,542
A100330,49,118227.66,9852.3,0.51,19.34,0.175,0.745,8,1,0,90657.26,120,0,0,9949.33,30078.36,8854.34,1,23179.94,68378.52,0.144,0.433,0.135,0.43,2,1,80921.46,694
A100331,42,197268.2,16439.02,2.78,24.97,0.165,0.554,7,1,1,175397.94,36,0,0,3747.99,36983.76,5696.75,1,21234.33,175108.69,0.146,0.446,0.275,0.297,3,1,162253.47,742
A100332,32,166163.17,13846.93,4.99,14.88,0.161,0.731,8,2,0,122479.16,36,0,1,6932.9,7194.52,3986.1,0,12707.82,252104.99,0.095,0.369,0.327,0.613,3,1,149594.84,673
A100333,43,75584.99,6298.75,0.82,16.06,0.398,0.754,12,0,2,297069.43,360,1,0,3283.05,45226.32,3428.14,0,11880.53,28707.09,0.341,0.435,0.271,0.699,1,2,82858.25,524
A100334,35,192973.07,16081.09,6.43,9.85,0.484,0.597,8,0,2,278726.05,360,0,0,21651.88,9382.76,36474.99,3,11162.45,97032.61,0.371,0.668,0.054,0.679,1,2,203368.91,592
A100335,53,92242.26,7686.85,2.74,24.32,0.591,0.487,9,0,2,98807.18,48,0,0,23809.94,13578.55,17913.04,0,5281.63,74590.08,0.461,0.276,0.455,0.567,1,1,126430.6,617
A100336,40,70615.8,5884.65,3.81,10.44,0.084,0.158,8,0,1,179730.24,12,0,0,11345.05,10373.62,7028.91,0,3750.06,257789.74,0.072,0.381,-0.051,0.144,3,2,105695.36,799
A100337,33,60659.71,5054.98,7.55,7.9,0.076,0.861,3,0,2,272596.49,60,0,1,22581.42,5135.61,4829.27,1,5008.15,201956.84,0.075,0.361,-0.059,0.639,1,2,81961.75,640
A100338,38,71973.14,5997.76,9.27,20.59,0.233,0.219,11,1,3,160614.4,24,0,0,7339.27,76884.81,7303.81,0,6821.64,89174.8,0.191,0.593,0.258,0.481,1,1,73489.54,716
A100339,47,68659.12,5721.59,6.55,23.58,0.305,0.333,8,2,4,112125.13,360,0,0,11972.5,16787.03,9470.94,2,5154,42854.61,0.188,0.498,0.373,0.393,2,1,49881.02,629
A100340,36,93352.27,7779.36,1.77,15.39,0.406,0.227,9,1,1,88490.44,84,0,0,17315.15,47460.94,6560.2,3,12794.07,280006.38,0.308,0.633,0.443,0.618,1,1,192596.09,699
A100341,33,92848.3,7737.36,6.35,8.99,0.161,0.346,7,1,0,313635.27,180,0,0,6470.2,45481.24,2288.36,2,10684.94,103502.2,0.142,0.281,0.3,0.541,1,3,73180.92,720
A100342,45,85142.52,7095.21,6.61,25.92,0.055,0.164,10,2,2,323668.68,72,0,0,6880.46,6077.83,22424.12,2,11706.56,25634.56,0.049,0.509,0.252,0.682,1,2,32783.04,740
A100343,45,108090.33,9007.53,5.82,20.79,0.734,0.47,8,0,2,157242.77,60,1,0,13718.26,53985.53,5616.25,1,12132.91,27697.39,0.631,0.579,0.266,0.561,1,1,195796.03,530
A100344,36,163613.46,13634.46,10.19,11.06,0.229,0.328,5,1,1,296173.75,48,0,0,10902.59,26469.76,27566.86,2,24866.93,163097.87,0.164,0.411,0.07,0.452,4,2,164143.53,683
A100345,37,143295.08,11941.26,4.58,13.8,0.503,0.409,12,1,2,26195.04,360,0,0,3551.73,5650.18,5325.52,0,8934.66,34891.9,0.31,0.372,-0.024,0.437,1,2,158231.08,728
A100346,45,37560.67,3130.06,9.95,21.25,0.146,0.537,7,1,0,426608.77,240,0,0,1130.14,25064.18,3607.41,1,21207.15,586494.39,0.124,0.521,0.169,0.61,1,1,238573.72,617
A100347,26,22000,1833.33,9.92,1,0.262,0.079,11,1,2,162543.02,60,0,0,5648.44,5752.42,15639.56,1,13961.76,47328.71,0.166,0.354,-0.185,0.259,4,2,42710.84,726
A100348,27,142099.46,11841.62,6.73,7.94,0.111,0.492,3,0,0,197376.21,60,0,0,1214.43,79761.99,5901.14,0,23509.7,109964.29,0.096,0.502,0.065,0.41,1,1,80557.61,777
A100349,34,40079.62,3339.97,5.27,10.7,0.676,0.275,6,0,4,146148.08,12,0,0,2941.7,36102.98,5074.14,2,35504.52,126935.76,0.584,0.497,0.025,0.105,1,2,121823.04,571
A100350,40,75115.75,6259.65,5.84,18.24,0.212,0.309,4,1,1,445932.11,24,0,0,3229.65,14901.18,1527.68,2,14693.08,57056.41,0.153,0.512,0.225,0.576,1,2,58934.37,623
A100351,45,44660.48,3721.71,11.51,18.44,0.089,0.372,10,0,1,90331.05,180,1,0,4124.27,56678.35,8152.08,3,9829.89,14652.87,0.068,0.63,0.16,0.616,4,2,21243.41,670
A100352,58,31549.63,2629.14,8.32,32.77,0.578,0.198,7,2,4,469353.43,120,0,0,12530.34,3289.06,2886.65,3,9776.06,130619.17,0.465,0.443,0.388,0.362,3,2,87602.79,487
A100353,51,114486.37,9540.53,1.95,31.21,0.232,0.38,7,0,3,232882.25,72,0,0,14908.71,7562.84,3007.37,1,6035.05,55844.13,0.164,0.32,0.268,0.303,1,2,79561.15,722
A100354,40,129048.28,10754.02,5.61,15.11,0.607,0.44,8,0,2,269802.06,360,0,0,9764.9,12430.7,2893.84,0,5865.09,122164.07,0.373,0.353,0.005,0.672,1,1,225806.99,651
A100355,42,61903.12,5158.59,2.29,14.39,0.394,0.422,8,1,3,145325.18,120,0,0,10781.24,149646.13,6680.6,0,19375.79,98532.1,0.305,0.282,0.241,0.371,3,1,104148.2,656
A100356,31,22000,1833.33,2.68,7.3,0.333,0.253,8,1,2,76908.34,60,0,0,10986.84,5485.49,1130.02,1,3967.38,139413.24,0.262,0.45,-0.191,0.616,1,3,69484.06,644
A100357,42,62942.2,5245.18,3.33,21.22,0.444,0.29,10,0,0,329570.02,36,0,0,881.91,2901.66,3722.21,1,35508.83,448614.29,0.419,0.806,0.252,0.498,1,2,233932.51,572
A100358,39,105440.15,8786.68,1.37,21.26,0.191,0.066,7,0,1,220384.18,360,0,0,6553.24,3774.26,10873.5,5,7911.04,67283.54,0.131,0.643,-0.014,0.405,2,2,65125.76,735
A100359,46,37684.54,3140.38,2.17,31.86,0.219,0.182,5,1,2,436161.29,180,0,0,1544.4,39599.03,1466.64,1,102513.12,72133.62,0.199,0.647,0.011,0.604,3,1,142245.55,654
A100360,33,94019.22,7834.93,10.52,6.53,0.33,0.112,13,2,1,158697.88,36,0,0,9768.02,8832.13,5257.57,2,4993.2,24563.53,0.212,0.68,0.362,0.506,4,1,63690.24,701
A100361,48,84287.27,7023.94,2.67,31.4,0.457,0.534,8,1,4,137065.16,180,0,0,1218.13,13646.76,2549.3,0,11132.68,92278.84,0.283,0.633,0.19,0.769,3,2,99575.65,658
A100362,59,116893.3,9741.11,7.37,41.06,0.311,0.224,8,2,1,443729.08,72,0,0,5626.3,34309.47,3129.13,1,6673.55,159073.02,0.232,0.334,0.085,0.368,4,1,134601.02,702
A100363,41,90778.32,7564.86,4.86,18.58,0.056,0.379,8,1,0,623711.58,360,0,1,10074.61,13660.44,19959.68,1,4586.44,71188.76,0.037,0.496,0.303,0.262,3,2,37588.79,646
A100364,46,49772.54,4147.71,6.17,22.75,0.354,0.368,12,1,1,181096.95,360,0,0,2658.06,19623.65,1018.81,2,22230.27,160015.04,0.218,0.631,0.385,0.497,1,2,115805.94,648
A100365,50,164147.53,13678.96,6.34,22.11,0.253,0.3,7,3,3,110350.81,180,0,0,14029.68,27325.05,8963.36,1,3516.63,93758.53,0.256,0.307,-0.06,0.586,1,3,95265.27,720
A100366,38,77902.65,6491.89,2.1,14.52,0.312,0.151,8,1,4,304844.51,240,0,0,9748.37,10401.11,2926.89,3,5066.05,34070.8,0.226,0.453,-0.009,0.466,3,2,69277.66,654
A100367,44,83733.05,6977.75,7.34,23.07,0.278,0.279,3,0,0,152603.57,24,0,0,8815.06,13548.44,2798.77,0,14814.35,145658.8,0.294,0.557,0.266,0.824,1,1,110657.72,754
A100368,42,50874.1,4239.51,1.62,21.07,0.273,0.626,15,1,1,265729.18,180,0,0,11361.19,20379.8,1654.79,4,16952.94,91398.72,0.18,0.353,0.175,0.718,3,2,75633.12,583
A100369,43,66609.42,5550.79,2.59,27.06,0.315,0.534,4,0,3,152083.16,360,0,0,4876.57,38121.1,8869.22,2,2756.94,122849.79,0.181,0.33,-0.215,0.405,3,2,86376.34,682
A100370,33,52248.43,4354.04,6.28,5.24,0.491,0.669,6,0,8,497485.28,84,1,0,7339.99,7244.33,3787.91,0,14756,66037.68,0.459,0.263,0.441,0.512,1,3,84634.48,379
A100371,42,77287.4,6440.62,1.99,16.45,0.136,0.717,4,0,1,114238.53,180,0,0,6552.48,780.37,3381.01,1,10042.13,60984.4,0.094,0.122,0.033,0.175,1,2,50554.07,686
A100372,47,217911.91,18159.33,0.74,23.89,0.245,0.321,4,1,0,245992.52,360,0,0,6435.07,31568.88,4967.57,1,4125.39,126741.57,0.195,0.093,-0.061,0.689,1,3,142081.38,783
A100373,58,39969.06,3330.75,5.45,30.27,0.124,0.614,7,0,1,131013.53,48,0,0,3796.87,40459.63,3860.59,1,4602.85,89383.89,0.077,0.478,0.122,0.378,1,1,45605.6,689
A100374,53,34994.56,2916.21,1.17,26.7,0.244,0.284,13,1,2,149901.38,36,0,0,2405.54,19543.11,743.38,0,1598.06,519221.61,0.189,0.397,0.282,0.536,2,2,200790.51,715
A100375,66,190908.63,15909.05,6.66,41.84,0.312,0.391,9,1,2,137705.96,240,0,0,4964.51,20923.69,2893.12,2,38746.96,225729.6,0.192,0.112,0.324,0.454,1,1,218424.76,802
A100376,34,75756.42,6313.04,3.5,12.13,0.142,0.359,8,1,4,290921.1,360,0,0,4750.47,9100.04,10074.16,1,21334.64,179645.27,0.11,0.35,0.13,0.232,4,2,109388.65,643
A100377,52,58830.55,4902.55,5.4,29.85,0.352,0.495,8,0,3,326978,360,0,0,3605.34,26384.38,1159.66,3,3008.53,93760.87,0.254,0.46,0.576,0.65,1,2,71429.2,597
A100378,44,150595.71,12549.64,5.33,27.91,0.355,0.617,9,1,2,258652.92,180,1,0,12851.3,37553.09,1687.31,3,17748.41,17761.96,0.287,0.431,0.628,0.309,3,1,109654.24,578
A100379,66,60920.07,5076.67,6.96,39.71,0.163,0.343,7,2,2,167799.13,360,0,0,2544.76,16929.96,3064.75,4,5525.12,53178.01,0.14,0.362,0.201,0.407,1,2,41994.02,691
A100380,33,232050.87,19337.57,6.4,11.79,0.266,0.383,9,1,5,197171.49,240,0,0,5666.63,193221.47,2342.03,2,19585.97,61431.1,0.215,0.418,0.109,0.654,1,1,138553.99,755
A100381,33,123409.8,10284.15,1.98,6.74,0.059,0.318,8,0,1,322620.23,36,0,0,16524.99,3349.62,4388.47,3,5903.6,85883.73,0.049,0.675,0.059,0.325,1,1,50487.69,769
A100382,35,64994.33,5416.19,3.65,10.07,0.158,0.379,7,1,1,329313.24,360,0,0,13451.7,18831.87,1682.55,0,6608.61,106746.49,0.121,0.51,0.093,0.768,1,1,62444.17,657
A100383,21,278431.14,23202.59,5.39,1,0.222,0.408,10,1,2,31320.65,36,0,0,17198.76,4944.3,3174.05,0,7043.67,198531.51,0.161,0.327,0.389,0.322,2,2,206661.07,812
A100384,36,60916.74,5076.4,10.06,10.64,0.205,0.486,6,1,1,150808.74,48,0,0,4051.87,38568.45,4309.76,1,5147.3,140655.18,0.171,0.294,0.18,0.29,4,1,77160.96,661
A100385,34,127843.1,10653.59,6.43,15.12,0.079,0.191,4,0,0,155584.44,60,1,1,12173.15,3290.74,8069.76,3,29565.41,312237.23,0.06,0.467,0.277,0.508,1,1,157154.37,738
A100386,44,100209.42,8350.78,9.54,27.9,0.122,0.215,6,1,2,278097.29,60,0,0,2777.15,4215.07,13796.13,2,19316.75,83077.06,0.094,0.653,0.245,0.794,1,1,69235.11,779
A100387,46,173922.36,14493.53,5.57,24.61,0.248,0.583,6,1,1,172354.92,60,0,0,5212.73,8494.35,3556.17,2,9881.66,138646.43,0.205,0.3,0.229,0.499,2,1,150692.14,677
A100388,63,200634.01,16719.5,8.4,39.25,0.531,0.431,8,1,0,287271.01,36,1,0,5620.37,20872.26,24614.4,1,21501.17,149895.77,0.348,0.838,0.316,0.677,3,1,262020.21,582
A100389,52,86509.44,7209.12,5.11,26.56,0.441,0.295,13,0,0,89284.45,60,1,0,4100.59,8820.84,3813.56,2,2257.4,137226.66,0.42,0.249,0.269,0.259,1,2,124455.98,650
A100390,36,56163.74,4680.31,8.2,13.63,0.3,0.755,9,0,0,213149.18,12,1,0,4866.38,8909.76,9488.35,1,3167.79,348689.41,0.225,0.193,0.206,0.434,1,2,162497.7,562
A100391,32,109468.4,9122.37,3.38,13.61,0.397,0.055,7,2,1,323141.57,84,0,0,4380.23,13352.43,25595.96,0,13471.77,226756.61,0.316,0.459,0.452,0.446,1,3,171959.28,613
A100392,47,58551.56,4879.3,10.76,19.78,0.551,0.352,7,0,1,69034.61,360,0,0,2962.07,12557.88,5101.09,0,16817.68,33549.35,0.427,0.219,-0.118,0.273,1,1,87139.84,719
A100393,27,257241.22,21436.77,5.98,6.43,0.114,0.331,7,4,0,850000,360,0,0,12896.2,70812.68,1307.22,0,11412.63,99244.09,0.098,0.814,0.171,0.214,1,3,97843.23,625
A100394,62,91628.81,7635.73,1.38,38.45,0.576,0.57,14,2,2,390345.68,360,0,0,5617.25,31769.28,4883.64,0,1816.54,108625.27,0.472,0.213,0.025,0.457,1,1,140890.88,575
A100395,55,69527.64,5793.97,5.51,30.98,0.421,0.363,7,0,0,180158.41,72,0,0,7636.59,11565.33,2595.03,2,3648.22,762701.95,0.326,0.674,0.286,0.784,1,1,332981,640
A100396,37,94087.52,7840.63,6.45,14.72,0.487,0.35,5,0,2,105055.79,240,0,0,7409.95,130268.88,3515.17,3,12824.12,81750.2,0.465,0.331,-0.174,0.539,1,1,138670.28,639
