transaction_id,transaction_datetime,account_id,customer_id,bank_name,channel,transaction_type,amount_inr,merchant_category,sender_geography,receiver_geography,device_type,ip_address,kyc_status,account_age_days,previous_fraud_flag,velocity_last_1hr,geo_distance_km,behavioural_deviation_score,risk_score,risk_tier,alerts_triggered,num_alerts,txn_monitoring_agent_flag,behavioural_agent_flag,identity_verified,graph_network_agent_flag,case_escalated,account_frozen,sar_required,sar_status,resolution_time_hrs,fraud_confirmed,fraud_type
TXNA02D39160FDD,2023-06-06 00:37:47,ACC207473,CUST70637,Axis Bank,IMPS,Transfer,126230.51,Restaurants,Dubai,UK,Unknown,10.4.125.36,Expired,1570,0,2,53.1,0.0681,0.41,Medium,None,0,0,0,1,1,0,0,0,Not Required,21.06,0,None
TXN9C2E8CECF811,2023-11-29 17:32:51,ACC731262,CUST61173,Axis Bank,UPI,Withdrawal,73654.6,Electronics,Lucknow,Chennai,Unknown,46.19.214.177,Verified,2542,0,2,127.5,0.2179,0.3225,Medium,AML Flag,1,1,0,1,0,0,0,0,Not Required,63.33,0,None
TXNEDE963E334AA,2025-01-31 12:47:59,ACC590785,CUST73653,PNB,NEFT,Payment,81557.66,Healthcare,Hyderabad,Delhi,Desktop,29.147.214.249,Pending,1362,0,4,23.2,0.2091,0.1571,Low,None,0,0,0,1,0,0,0,0,Not Required,25.68,0,None
TXN02EFDF5069BF,2025-01-29 21:44:33,ACC632342,CUST63269,Axis Bank,NEFT,Refund,4441.49,Restaurants,Hyderabad,Jaipur,Desktop,228.209.31.144,Verified,1101,0,4,161.8,0.1913,0.1521,Low,Night Transaction,1,1,0,1,0,0,0,0,Not Required,20.05,0,None
TXN801C86E4199F,2024-11-26 09:05:33,ACC876646,CUST85525,Axis Bank,NEFT,Credit,131355.73,Jewellery,Jaipur,Chennai,Unknown,29.168.66.155,Expired,111,0,4,18.1,0.3171,0.4123,Medium,None,0,0,0,1,0,0,0,0,Not Required,47.5,0,None
TXN415BD742F8E6,2025-04-12 04:17:57,ACC498382,CUST36365,Kotak Mahindra,NEFT,Refund,43599.1,Restaurants,Bangalore,Hong Kong,Tablet,85.211.110.142,Verified,85,0,1,151.0,0.2369,0.2756,Low,None,0,0,0,1,1,0,0,0,Not Required,4.0,0,None
TXNBABFC52FDD83,2025-12-04 21:06:36,ACC145561,CUST87992,SBI,ATM,Debit,112512.32,Travel,UK,USA,ATM Terminal,168.205.67.210,Verified,3560,0,1,14.8,0.325,0.3478,Medium,None,0,0,0,1,1,0,0,0,Not Required,2.43,0,None
TXN9DCFBF2A51C4,2023-10-29 19:26:07,ACC518801,CUST24322,Axis Bank,POS,Transfer,49604.31,Retail,Ahmedabad,Chennai,Mobile,68.241.192.75,Rejected,14,0,5,14900.7,0.891,0.99,Critical,Structuring; Multiple Failures; Large Transaction; New Beneficiary,4,1,1,1,1,1,1,1,Filed,0.85,1,Structuring
TXN4B55E960F5FA,2023-06-19 05:53:33,ACC133659,CUST17665,IndusInd Bank,POS,Transfer,121471.15,Fuel,Delhi,Delhi,POS Terminal,44.106.250.152,Verified,373,0,4,123.3,0.2131,0.3309,Medium,None,0,0,0,1,0,0,0,0,Not Required,5.18,0,None
TXN302396528E60,2023-08-22 23:13:17,ACC403445,CUST96374,PNB,UPI,Transfer,84840.32,Crypto Exchange,Kolkata,UK,Mobile,69.107.250.140,Pending,1312,0,3,92.3,0.2173,0.2986,Low,None,0,0,0,1,0,0,0,0,Not Required,66.41,0,None
TXN4532CAFF1107,2023-01-22 03:57:32,ACC835911,CUST82063,Kotak Mahindra,Mobile Banking,Payment,18309.51,Crypto Exchange,Chennai,Ahmedabad,Mobile,10.217.253.44,Expired,2025,0,5,83.6,0.0042,0.1106,Low,None,0,0,0,1,0,0,0,0,Not Required,52.12,0,None
TXN6C34342E9CA4,2025-05-25 20:22:28,ACC892495,CUST94696,IndusInd Bank,Mobile Banking,Credit,78535.36,Travel,Chennai,USA,POS Terminal,244.190.128.121,Pending,892,0,2,104.9,0.3732,0.0442,Low,Device Mismatch,1,1,0,1,1,0,0,0,Not Required,13.73,0,None
TXN76FC83561C15,2025-12-25 16:29:49,ACC216739,CUST71953,ICICI Bank,ATM,Credit,1167916.69,Crypto Exchange,Pune,Delhi,Mobile,160.239.80.18,Expired,3648,1,13,4620.7,0.9646,0.8205,Critical,Large Transaction,1,1,1,0,0,1,1,1,Pending,1.35,1,Phishing
TXND824279B4108,2024-03-10 22:37:02,ACC850800,CUST87110,SBI,Mobile Banking,Transfer,15438.09,Jewellery,USA,Jaipur,POS Terminal,166.196.169.148,Expired,2507,0,4,41.9,0.0012,0.1397,Low,AML Flag,1,1,0,1,0,0,0,0,Not Required,7.49,0,None
TXN077A386221F3,2024-05-17 06:54:35,ACC961722,CUST91959,PNB,Net Banking,Debit,498508.11,Fuel,Ahmedabad,Pune,Tablet,129.60.123.144,Rejected,13,0,7,13307.6,0.9369,0.99,Critical,Structuring; Multiple Failures; Round Amount,3,1,1,1,1,1,1,1,Under Review,1.4,1,Phishing
TXN7DFCDD4D60CA,2024-07-22 01:48:21,ACC325772,CUST30032,Yes Bank,RTGS,Refund,109300.88,Healthcare,Chennai,Lucknow,POS Terminal,225.97.195.96,Verified,3092,0,2,88.4,0.2367,0.0624,Low,None,0,0,0,1,0,0,0,0,Not Required,24.32,0,None
TXN23CAA9A107E4,2025-07-31 14:11:23,ACC321231,CUST76540,ICICI Bank,POS,Debit,41315.22,Real Estate,Ahmedabad,Kolkata,Mobile,179.129.140.161,Verified,2373,0,4,199.4,0.2845,0.2308,Low,None,0,0,0,1,1,0,0,0,Not Required,54.25,0,None
TXN2BE352D46117,2023-08-26 23:24:08,ACC246316,CUST17455,ICICI Bank,Mobile Banking,Credit,9833.23,Electronics,Delhi,Mumbai,ATM Terminal,164.31.160.25,Expired,825,0,15,13517.2,0.6677,0.99,Critical,Round Amount,1,1,1,0,1,1,1,1,Pending,1.37,1,Synthetic Identity
TXNCEDAD781D060,2023-08-18 03:43:06,ACC376183,CUST17685,IndusInd Bank,POS,Debit,66565.49,Fuel,Hyderabad,Lucknow,Desktop,177.209.88.163,Verified,1304,0,3,23.5,0.2098,0.4395,Medium,Multiple Failures,1,1,0,1,0,0,0,0,Not Required,41.2,0,None
TXN81F9C312552A,2023-05-15 05:53:01,ACC127824,CUST67422,Kotak Mahindra,Mobile Banking,Transfer,50533.45,Jewellery,USA,Mumbai,Desktop,164.191.235.21,Pending,22,0,6,6000.0,0.7148,0.7016,High,Device Mismatch; Structuring,2,1,1,0,1,1,1,1,Filed,0.44,1,Shell Account
TXN816C65368429,2023-05-24 13:22:16,ACC684004,CUST53309,Kotak Mahindra,RTGS,Transfer,54605.62,Jewellery,USA,Dubai,POS Terminal,116.87.18.244,Expired,1609,0,5,113.7,0.4472,0.2066,Low,None,0,0,0,1,0,0,0,0,Not Required,15.73,0,None
TXN2444A694E5F8,2024-02-06 02:54:36,ACC287330,CUST54313,Kotak Mahindra,ATM,Withdrawal,1859454.88,Travel,Jaipur,Dubai,Unknown,48.243.71.120,Expired,13,0,8,9627.3,0.9477,0.6932,High,Round Amount,1,1,1,0,1,1,0,1,Filed,65.83,1,Insider Fraud
TXN11831D54F7D5,2023-02-03 18:53:51,ACC377746,CUST77839,Kotak Mahindra,RTGS,Payment,89076.86,Utilities,Singapore,Kolkata,Unknown,103.242.124.65,Verified,2491,0,4,60.0,0.4368,0.4173,Medium,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,30.89,0,None
TXNB42ABD06DC9D,2023-02-14 08:36:50,ACC279451,CUST86569,IndusInd Bank,Mobile Banking,Payment,138360.8,Fuel,Hong Kong,Lucknow,Unknown,242.101.71.34,Verified,3259,0,1,61.9,0.3446,0.3646,Medium,None,0,0,0,1,1,0,0,0,Not Required,29.12,0,None
TXNAD88324CB2A2,2023-09-25 07:10:34,ACC895667,CUST39451,Kotak Mahindra,POS,Transfer,625130.45,Electronics,Chennai,Kolkata,Mobile,186.125.78.176,Expired,6,1,17,12554.5,0.8825,0.99,Critical,Multiple Failures; Night Transaction; Large Transaction; New Beneficiary,4,1,1,0,1,1,0,1,Under Review,55.9,1,Card Fraud
TXNCF0DB63D7D92,2025-07-16 07:29:39,ACC216970,CUST34050,SBI,NEFT,Payment,52095.39,Electronics,Dubai,Singapore,POS Terminal,7.113.91.197,Verified,1541,0,5,164.6,0.2748,0.3632,Medium,Round Amount,1,1,0,1,0,0,0,0,Not Required,46.84,0,None
TXND7AF7CE6CF64,2024-04-14 01:03:41,ACC876646,CUST12757,Yes Bank,NEFT,Debit,57671.57,Healthcare,Bangalore,Kolkata,Desktop,73.159.198.173,Pending,172,0,2,32.7,0.3071,0.4387,Medium,Night Transaction,1,1,0,1,1,0,0,0,Not Required,58.24,0,None
TXN868C7C3AA855,2024-09-20 07:52:00,ACC308496,CUST84668,IndusInd Bank,UPI,Credit,19398.05,Healthcare,Jaipur,Kolkata,Unknown,117.5.248.168,Pending,1760,0,3,85.0,0.3339,0.0699,Low,None,0,0,0,1,1,0,0,0,Not Required,36.65,0,None
TXNFA8697D4BAF8,2023-06-23 11:26:20,ACC774079,CUST98259,HDFC Bank,Mobile Banking,Withdrawal,113965.66,Entertainment,UK,Dubai,Mobile,39.3.172.243,Expired,1086,0,5,162.6,0.3274,0.2156,Low,None,0,0,0,1,0,0,0,0,Not Required,34.0,0,None
TXN2600D8FEF057,2024-07-24 06:38:01,ACC520651,CUST95477,IndusInd Bank,UPI,Payment,9252.07,Real Estate,Pune,Dubai,Tablet,197.12.136.46,Expired,1,0,6,8203.4,0.7585,0.6801,High,Velocity Check; Geo Anomaly; Round Amount,3,1,1,0,1,1,1,1,Under Review,0.76,1,Structuring
TXNFE509A39570B,2025-06-03 00:24:11,ACC230889,CUST69638,PNB,RTGS,Debit,49055.61,Electronics,Mumbai,Bangalore,POS Terminal,251.51.195.132,Verified,1413,0,4,4.5,0.4277,0.1904,Low,Night Transaction,1,1,0,1,0,0,0,0,Not Required,60.42,0,None
TXN6A26D24534C0,2024-02-10 09:52:51,ACC197251,CUST81066,Kotak Mahindra,POS,Payment,80919.73,Entertainment,USA,Chennai,Unknown,205.25.191.147,Pending,911,0,2,55.4,0.3021,0.3,Medium,Structuring,1,1,0,1,0,0,0,0,Not Required,49.15,0,None
TXN7C2F24BD9594,2024-10-05 15:08:58,ACC988662,CUST89818,SBI,Mobile Banking,Transfer,9598.48,Travel,Dubai,Pune,Mobile,57.115.9.182,Expired,20,1,17,7396.2,0.8231,0.7672,Critical,AML Flag; Night Transaction; Round Amount; Structuring,4,1,1,0,1,1,1,1,Pending,1.05,1,Synthetic Identity
TXNC3E3CA2E4B3E,2023-02-20 02:58:57,ACC678856,CUST34931,HDFC Bank,Net Banking,Refund,84242.73,Utilities,Pune,Delhi,Desktop,192.189.155.75,Verified,1879,0,2,125.0,0.075,0.2312,Low,Velocity Check,1,1,0,1,1,0,0,0,Not Required,30.49,0,None
TXNA382F2A473B6,2025-02-01 08:44:32,ACC301629,CUST48890,Axis Bank,ATM,Withdrawal,80685.15,Unknown Vendor,Kolkata,Lucknow,Mobile,25.202.111.55,Verified,2367,0,2,153.4,0.443,0.4609,Medium,Device Mismatch,1,1,0,1,1,0,0,0,Not Required,25.99,0,None
TXN78357C3E4CBA,2024-05-11 04:13:31,ACC245051,CUST46500,Yes Bank,Wire Transfer,Refund,99668.76,Electronics,Dubai,Dubai,Unknown,82.200.115.220,Pending,2056,0,4,31.4,0.393,0.302,Medium,Structuring,1,1,0,1,0,0,0,0,Not Required,38.82,0,None
TXN8BAB94D8F5C5,2025-11-27 13:12:02,ACC166613,CUST95180,IndusInd Bank,Net Banking,Withdrawal,98000.33,Jewellery,Kolkata,Kolkata,Desktop,163.14.114.36,Expired,2569,0,5,114.1,0.1839,0.0298,Low,None,0,0,0,1,0,0,0,0,Not Required,12.82,0,None
TXN97E1C7EEECDC,2025-07-23 03:40:35,ACC802729,CUST36071,IndusInd Bank,NEFT,Payment,129529.4,Entertainment,UK,Hong Kong,Desktop,118.188.122.45,Pending,2949,0,3,26.5,0.0292,0.0733,Low,None,0,0,0,1,1,0,0,0,Not Required,33.6,0,None
TXN4A1B89E236BA,2025-02-16 01:21:52,ACC325772,CUST80855,ICICI Bank,Net Banking,Payment,49755.76,Online Gaming,Hong Kong,Hong Kong,Desktop,63.236.35.2,Verified,2823,0,4,172.4,0.0317,0.2593,Low,Multiple Failures,1,1,0,1,0,0,0,0,Not Required,63.72,0,None
TXN6B0233430648,2025-04-09 19:19:52,ACC617488,CUST62923,Yes Bank,UPI,Withdrawal,124180.3,Utilities,Mumbai,Hyderabad,ATM Terminal,213.20.186.103,Expired,2607,0,1,20.7,0.3812,0.3659,Medium,Night Transaction,1,1,0,1,0,0,0,0,Not Required,52.26,0,None
TXN1FF11572C48D,2024-01-13 14:15:24,ACC575435,CUST89507,SBI,RTGS,Credit,14659.14,Travel,Dubai,Singapore,Mobile,118.251.125.194,Verified,1432,0,3,157.5,0.3148,0.2843,Low,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,55.05,0,None
TXND6B33C169A74,2024-07-30 02:19:54,ACC334053,CUST82603,Axis Bank,Wire Transfer,Refund,46068.74,Travel,Singapore,Bangalore,POS Terminal,163.156.243.183,Pending,2787,0,2,29.3,0.1315,0.2952,Low,Device Mismatch,1,1,0,1,0,0,0,0,Not Required,2.99,0,None
TXN600EFB0086A1,2023-01-19 17:52:47,ACC895667,CUST17492,PNB,POS,Transfer,76337.87,Crypto Exchange,UK,Jaipur,ATM Terminal,123.87.176.165,Verified,2434,0,3,75.6,0.4167,0.3188,Medium,Multiple Failures,1,1,0,1,1,0,0,0,Not Required,13.45,0,None
TXND40CC7DD5B8F,2023-12-16 06:05:24,ACC133326,CUST66498,Axis Bank,POS,Credit,700967.99,Restaurants,USA,Singapore,Mobile,167.100.182.128,Rejected,2645,0,6,6278.1,0.6395,0.8018,Critical,Large Transaction; Round Amount,2,1,1,0,0,1,0,1,Filed,32.71,1,Card Fraud
TXN424448DDF439,2025-12-07 09:50:37,ACC265840,CUST67422,HDFC Bank,ATM,Credit,107635.31,Crypto Exchange,Bangalore,Mumbai,POS Terminal,69.142.46.191,Verified,3033,0,2,104.5,0.0274,0.1179,Low,None,0,0,0,1,1,0,0,0,Not Required,33.96,0,None
TXNBE9E6BCD5D94,2023-11-02 03:17:08,ACC267753,CUST50306,Kotak Mahindra,RTGS,Debit,12599.59,Utilities,Chennai,Delhi,POS Terminal,151.110.249.77,Expired,69,0,4,155.5,0.0877,0.4265,Medium,Geo Anomaly,1,1,0,1,1,0,0,0,Not Required,71.45,0,None
TXND8533195ACEF,2025-02-04 05:39:02,ACC245051,CUST77391,IndusInd Bank,Mobile Banking,Transfer,72543.62,Entertainment,Hyderabad,Dubai,Tablet,68.127.174.71,Expired,2090,0,1,195.4,0.4256,0.2497,Low,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,64.43,0,None
TXNDB4C2F1ACD89,2024-11-02 02:41:00,ACC325772,CUST24662,Kotak Mahindra,POS,Debit,129318.28,Unknown Vendor,Pune,Dubai,Unknown,138.93.99.200,Verified,3154,0,2,61.4,0.1374,0.3896,Medium,None,0,0,0,1,1,0,0,0,Not Required,8.31,0,None
TXNC5FCAE462269,2025-11-09 17:46:18,ACC988662,CUST81066,Kotak Mahindra,Mobile Banking,Transfer,28866.42,Fuel,Kolkata,USA,Desktop,219.80.80.84,Expired,1970,0,2,186.6,0.2124,0.4082,Medium,Structuring,1,1,0,1,0,0,0,0,Not Required,27.33,0,None
TXN5E50E1EA03CE,2024-11-29 14:19:29,ACC270555,CUST41850,PNB,POS,Withdrawal,59091.98,Jewellery,Kolkata,Mumbai,ATM Terminal,15.209.181.166,Verified,1901,0,2,41.7,0.3225,0.1668,Low,Velocity Check,1,1,0,1,0,0,0,0,Not Required,2.68,0,None
TXNECCB992FE877,2025-05-19 21:16:44,ACC205907,CUST48890,PNB,ATM,Credit,75491.22,Jewellery,UK,Hyderabad,Mobile,20.124.82.84,Pending,2984,0,4,137.6,0.409,0.2494,Low,Velocity Check,1,1,0,1,0,0,0,0,Not Required,71.07,0,None
TXN5FA6D849AEB0,2024-06-16 08:28:52,ACC719176,CUST98501,Yes Bank,POS,Payment,9922.68,Healthcare,Delhi,Ahmedabad,Desktop,226.37.166.251,Rejected,3609,1,19,4055.8,0.8291,0.9151,Critical,AML Flag; Large Transaction; Geo Anomaly,3,1,1,0,0,1,1,1,Filed,1.75,1,Phishing
TXN31F0F048B0F8,2023-11-30 16:48:08,ACC472528,CUST82132,Yes Bank,Mobile Banking,Transfer,34229.57,Utilities,Pune,Pune,Desktop,174.132.130.155,Verified,604,0,4,85.5,0.3627,0.3632,Medium,None,0,0,0,1,0,0,0,0,Not Required,65.82,0,None
TXN834EF06DBC9D,2025-02-22 06:22:09,ACC821590,CUST31174,PNB,Wire Transfer,Payment,9574.24,Utilities,Dubai,Delhi,Unknown,20.47.57.137,Pending,3496,0,18,12357.5,0.7863,0.99,Critical,AML Flag; Large Transaction; Geo Anomaly; Night Transaction,4,1,1,1,1,1,1,1,Under Review,0.96,1,Identity Theft
TXN7F750ED938E1,2024-04-01 10:10:19,ACC279451,CUST17989,SBI,UPI,Payment,58553.13,Online Gaming,Mumbai,Chennai,Tablet,110.77.132.220,Verified,2423,0,4,130.7,0.0901,0.3933,Medium,Multiple Failures,1,1,0,1,0,0,0,0,Not Required,64.42,0,None
TXN78A35114F22A,2024-04-24 05:01:48,ACC895667,CUST18392,HDFC Bank,Mobile Banking,Debit,80059.97,Groceries,UK,Mumbai,Desktop,139.178.35.84,Verified,972,0,2,60.6,0.1909,0.1366,Low,None,0,0,0,1,0,0,0,0,Not Required,55.84,0,None
TXNFE5779E775C7,2024-08-05 17:15:41,ACC684004,CUST72296,Kotak Mahindra,UPI,Withdrawal,99521.67,Online Gaming,Ahmedabad,Ahmedabad,ATM Terminal,51.105.194.152,Verified,6,0,11,2245.2,0.7956,0.8119,Critical,Device Mismatch,1,1,1,0,1,1,1,1,Pending,0.78,1,Synthetic Identity
TXNA00FA10DC5B1,2023-01-12 06:30:29,ACC983794,CUST89818,Axis Bank,NEFT,Withdrawal,144239.16,Retail,Delhi,Pune,Tablet,243.158.33.112,Verified,969,0,4,175.2,0.0071,0.4346,Medium,None,0,0,0,1,0,0,0,0,Not Required,4.22,0,None
TXN47C44C52B2D5,2025-03-16 15:37:49,ACC126225,CUST82063,ICICI Bank,Mobile Banking,Credit,70524.92,Crypto Exchange,Mumbai,Mumbai,POS Terminal,206.107.150.96,Expired,1729,0,4,34.5,0.4213,0.4351,Medium,None,0,0,0,1,0,0,0,0,Not Required,26.92,0,None
TXN2AA8C714F32A,2023-11-14 00:32:17,ACC246316,CUST62565,HDFC Bank,POS,Withdrawal,56040.3,Real Estate,UK,Hyderabad,POS Terminal,83.14.13.85,Verified,1957,0,2,182.7,0.0209,0.2221,Low,None,0,0,0,1,0,0,0,0,Not Required,12.23,0,None
TXNF88EBCD8E873,2024-10-14 06:22:05,ACC946335,CUST20322,Axis Bank,Net Banking,Debit,69718.55,Utilities,Kolkata,UK,POS Terminal,113.68.0.80,Pending,1953,0,3,131.3,0.1645,0.3039,Medium,Device Mismatch,1,1,0,1,0,0,0,0,Not Required,34.92,0,None
TXN005570C40314,2023-08-10 12:20:48,ACC429963,CUST31643,HDFC Bank,ATM,Refund,50434.54,Electronics,Hyderabad,Hong Kong,POS Terminal,27.127.115.65,Pending,1263,1,9,5255.2,0.7499,0.6881,High,AML Flag; Multiple Failures; Structuring; Night Transaction,4,1,1,1,0,1,0,1,Filed,2.02,1,Account Takeover
TXNC30CAA3F9BC0,2024-09-08 08:25:08,ACC581741,CUST50857,SBI,Wire Transfer,Debit,72168.38,Jewellery,UK,Pune,Desktop,161.207.231.55,Pending,2574,0,4,23.6,0.1257,0.4205,Medium,Multiple Failures,1,1,0,1,0,0,0,0,Not Required,24.95,0,None
TXN63C31C6D44F7,2024-12-09 20:41:37,ACC430776,CUST30289,Yes Bank,Net Banking,Refund,51422.02,Online Gaming,Jaipur,Hyderabad,Mobile,201.187.218.165,Verified,2255,0,1,45.4,0.2058,0.0678,Low,None,0,0,0,1,0,0,0,0,Not Required,9.97,0,None
TXN4251CEBD70E5,2023-05-09 21:14:34,ACC821590,CUST34890,SBI,IMPS,Credit,123021.99,Retail,Hong Kong,Jaipur,Desktop,37.113.8.51,Verified,2182,0,5,172.0,0.2363,0.3641,Medium,None,0,0,0,1,0,0,0,0,Not Required,39.3,0,None
TXND9CDDCB99173,2023-09-15 07:20:22,ACC308496,CUST64948,Kotak Mahindra,ATM,Refund,81169.15,Fuel,Lucknow,Kolkata,Desktop,72.25.205.76,Pending,2167,0,4,64.4,0.3247,0.169,Low,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,18.84,0,None
TXNFC406E141E25,2025-07-11 17:21:47,ACC407757,CUST17455,PNB,Net Banking,Debit,61615.29,Foreign Exchange,Bangalore,Ahmedabad,Desktop,196.124.200.202,Verified,2676,0,5,38.7,0.3754,0.0703,Low,Night Transaction,1,1,0,1,0,0,0,0,Not Required,10.97,0,None
TXN8FF611DA51BA,2025-11-10 09:48:23,ACC265840,CUST17492,IndusInd Bank,Mobile Banking,Credit,1410028.52,Utilities,USA,Pune,Mobile,164.60.159.135,Verified,2481,0,7,13263.3,0.9017,0.99,Critical,Structuring; Geo Anomaly; New Beneficiary; Multiple Failures,4,1,1,1,1,1,0,1,Under Review,9.01,1,Phishing
TXN35F74D153E61,2025-01-27 00:00:50,ACC391369,CUST84085,Yes Bank,POS,Credit,15547.22,Entertainment,Singapore,Lucknow,POS Terminal,222.185.123.223,Pending,3457,0,1,127.6,0.3893,0.2005,Low,Night Transaction,1,1,0,1,0,0,0,0,Not Required,65.24,0,None
TXN446465020DFF,2023-05-10 01:56:42,ACC182627,CUST71213,ICICI Bank,UPI,Debit,120918.12,Crypto Exchange,Chennai,Lucknow,ATM Terminal,57.222.136.27,Pending,2326,0,5,174.1,0.3004,0.0981,Low,AML Flag,1,1,0,1,0,0,0,0,Not Required,42.91,0,None
TXNCDCB143D3521,2024-07-14 07:54:05,ACC539898,CUST19305,PNB,NEFT,Withdrawal,111672.04,Crypto Exchange,Pune,Dubai,ATM Terminal,219.235.19.241,Pending,3360,0,2,113.4,0.0109,0.4468,Medium,Velocity Check,1,1,0,1,0,0,0,0,Not Required,21.75,0,None
TXN333A8E6FB8C7,2024-01-29 19:41:43,ACC216970,CUST16630,SBI,Wire Transfer,Refund,52921.53,Healthcare,Chennai,Hyderabad,ATM Terminal,201.24.166.118,Verified,3178,0,2,111.7,0.3886,0.3488,Medium,None,0,0,0,1,1,0,0,0,Not Required,54.49,0,None
TXNEADE26DE8197,2024-06-30 12:13:47,ACC731262,CUST22704,Yes Bank,IMPS,Refund,125451.72,Foreign Exchange,Chennai,Pune,Tablet,26.46.207.81,Expired,2066,0,4,40.4,0.3852,0.2287,Low,None,0,0,0,1,0,0,0,0,Not Required,58.22,0,None
TXNF47753B516BC,2023-01-25 17:48:50,ACC391369,CUST63354,SBI,Net Banking,Credit,46648.08,Jewellery,Jaipur,Singapore,Unknown,144.151.91.102,Expired,2879,0,2,18.7,0.3202,0.4133,Medium,None,0,0,0,1,1,0,0,0,Not Required,61.51,0,None
TXN2E347F3A5746,2024-09-08 08:09:48,ACC774079,CUST63883,Axis Bank,Mobile Banking,Withdrawal,126766.92,Electronics,Singapore,UK,Tablet,158.42.165.58,Pending,3413,0,2,109.6,0.3004,0.1377,Low,None,0,0,0,1,1,0,0,0,Not Required,16.94,0,None
TXNBB0930011B32,2025-10-03 11:16:41,ACC946335,CUST19880,Yes Bank,ATM,Credit,44589.29,Groceries,Mumbai,UK,POS Terminal,124.224.212.143,Expired,2356,0,4,37.2,0.2334,0.1918,Low,None,0,0,0,1,1,0,0,0,Not Required,54.02,0,None
TXN1576BA1573C8,2024-07-29 03:07:08,ACC969693,CUST70637,Axis Bank,Wire Transfer,Credit,81101.33,Healthcare,Delhi,Singapore,Desktop,83.126.65.25,Expired,2931,0,3,21.0,0.3718,0.228,Low,Multiple Failures,1,1,0,1,0,0,0,0,Not Required,51.95,0,None
TXN5D733A201715,2024-12-15 22:56:55,ACC712982,CUST52487,SBI,RTGS,Withdrawal,65484.02,Jewellery,Bangalore,Mumbai,POS Terminal,115.29.177.123,Verified,291,0,3,114.0,0.4263,0.3529,Medium,Geo Anomaly,1,1,0,1,1,0,0,0,Not Required,31.59,0,None
TXN119575D27808,2024-12-03 07:56:48,ACC733052,CUST85880,PNB,POS,Payment,101232.68,Crypto Exchange,Pune,Chennai,POS Terminal,205.208.73.197,Expired,2820,0,5,10.6,0.3395,0.2926,Low,Velocity Check,1,1,0,1,0,0,0,0,Not Required,44.58,0,None
TXNEEE1275ED49C,2024-01-22 11:55:07,ACC407757,CUST25860,SBI,Mobile Banking,Credit,97446.11,Groceries,Ahmedabad,Singapore,Mobile,85.45.48.243,Pending,2381,0,4,139.3,0.0623,0.1876,Low,Night Transaction,1,1,0,1,0,0,0,0,Not Required,23.09,0,None
TXNC663E9765285,2023-05-21 22:49:37,ACC182627,CUST62565,HDFC Bank,Mobile Banking,Transfer,30171.03,Retail,Pune,Dubai,Unknown,21.173.231.193,Verified,2175,0,5,12.2,0.2507,0.3336,Medium,Velocity Check,1,1,0,1,0,0,0,0,Not Required,12.96,0,None
TXNF8CA2E321EA1,2023-02-12 22:59:57,ACC779514,CUST85525,SBI,Wire Transfer,Debit,1345667.17,Fuel,Ahmedabad,Bangalore,POS Terminal,56.176.49.224,Pending,2381,1,19,940.0,0.6155,0.975,Critical,Device Mismatch; Multiple Failures; AML Flag; Night Transaction,4,1,1,1,1,1,1,1,Under Review,1.4,1,Card Fraud
TXNCCB5E7DD4562,2025-07-26 12:14:11,ACC169403,CUST25860,PNB,Mobile Banking,Payment,50675.76,Unknown Vendor,Ahmedabad,Hong Kong,Unknown,141.199.229.242,Verified,2769,0,3,49.2,0.0636,0.433,Medium,None,0,0,0,1,1,0,0,0,Not Required,14.37,0,None
TXN2A75F6D1A92D,2025-10-21 17:54:29,ACC542417,CUST31798,HDFC Bank,Net Banking,Payment,203294.94,Electronics,Lucknow,Lucknow,Unknown,137.201.102.73,Expired,25,1,20,845.6,0.6417,0.8545,Critical,Night Transaction; AML Flag; Multiple Failures; Velocity Check,4,1,1,0,1,1,0,1,Under Review,55.73,1,Shell Account
TXN6639385B8848,2023-05-19 13:09:03,ACC809570,CUST69177,SBI,POS,Payment,135051.42,Crypto Exchange,Jaipur,Bangalore,Unknown,81.24.14.13,Verified,1606,0,3,192.8,0.0236,0.3749,Medium,None,0,0,0,1,1,0,0,0,Not Required,53.44,0,None
TXN35C74D7DED93,2023-03-11 11:18:31,ACC680099,CUST78522,Axis Bank,ATM,Debit,142499.65,Utilities,Hong Kong,Chennai,Unknown,82.37.104.127,Verified,2369,0,1,184.4,0.0927,0.3164,Medium,None,0,0,0,1,0,0,0,0,Not Required,1.34,0,None
TXN6CC69FDDF588,2024-08-28 17:06:48,ACC498591,CUST58944,Axis Bank,ATM,Transfer,125684.32,Unknown Vendor,Mumbai,Bangalore,Desktop,154.126.132.226,Pending,2816,0,3,81.8,0.0046,0.3941,Medium,Large Transaction,1,1,0,1,1,0,0,0,Not Required,20.74,0,None
TXN631C6A3BD46C,2025-07-21 06:27:15,ACC430776,CUST40007,PNB,UPI,Refund,59380.72,Crypto Exchange,Singapore,USA,ATM Terminal,33.114.36.164,Verified,502,0,4,13.3,0.2416,0.092,Low,None,0,0,0,1,0,0,0,0,Not Required,68.83,0,None
